Code,School Name,Street,Suburb,State,Postcode,Postal Street,Postal Suburb,Postal State,Postal Postcode,Latitude,Longitude,Courier Code,Phone,Education Region,Broad Classification,Classification Group,KIN,PPR,Y01,Y02,Y03,Y04,Y05,Y06,Y07,Y08,Y09,Y10,Y11,Y12,USE,Total Students
5112,COOGEE PRIMARY SCHOOL,22 MAYOR ROAD,COOGEE,WA,6166,22 MAYOR ROAD,COOGEE,WA,6166,-32.12709335,115.77182422,H80,08 9418 1088,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,53,61,61,68,68,72,62,60,0,0,0,0,0,0,0,505
5071,COOINDA PRIMARY SCHOOL,10 ALLEN STREET,EAST BUNBURY,WA,6230,10 ALLEN STREET,EAST BUNBURY,WA,6230,-33.33437038,115.65190771,POST,08 9721 3144,SOUTH WEST,Primary Schools,PRIMARY SCHOOLS,45,57,54,40,61,43,46,40,0,0,0,0,0,0,0,386
5791,COOLBELLUP COMMUNITY SCHOOL,15 WAVERLEY ROAD,COOLBELLUP,WA,6163,15 WAVERLEY ROAD,COOLBELLUP,WA,6163,-32.08185386,115.80880512,H270,08 9337 3268,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,35,36,48,38,28,27,28,30,0,0,0,0,0,0,0,270
6047,COOLBELLUP LEARNING CENTRE,15 WAVERLEY ROAD,COOLBELLUP,WA,6163,15 WAVERLEY ROAD,COOLBELLUP,WA,6163,-32.08185386,115.80880512,POST,08 9337 7343,SOUTH METROPOLITAN,Education Support Centres,EDUCATION SUPPORT,3,3,5,4,2,0,2,6,0,0,0,0,0,0,0,25
5116,COOLBINIA PRIMARY SCHOOL,BRADFORD STREET,COOLBINIA,WA,6050,BRADFORD STREET,COOLBINIA,WA,6050,-31.91309496,115.8590308,POST,08 9444 3798,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,42,56,74,73,73,49,52,24,0,0,0,0,0,0,0,443
5117,COOLGARDIE PRIMARY SCHOOL,46 SHAW STREET,COOLGARDIE,WA,6429,46 SHAW STREET,COOLGARDIE,WA,6429,-30.95018807,121.16714828,POST,08 9026 6014,GOLDFIELDS,Primary Schools,PRIMARY SCHOOLS,6,9,7,9,5,3,4,3,0,0,0,0,0,0,0,46
5606,COOLOONGUP PRIMARY SCHOOL,21 WESTERLY WAY,COOLOONGUP,WA,6168,PO BOX 6138,WAIKIKI,WA,6169,-32.29797619,115.75528192,POST,08 9527 5966,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,55,54,36,52,40,54,45,38,0,0,0,0,0,0,0,374
5120,COOROW PRIMARY SCHOOL,14 BRISTOL STREET,COOROW,WA,6515,14 BRISTOL STREET,COOROW,WA,6515,-29.87940195,116.0234057,POST,08 9952 1043,MIDWEST,Primary Schools,PRIMARY SCHOOLS,3,6,4,5,7,4,2,3,0,0,0,0,0,0,0,34
1329,CORNERSTONE CHRISTIAN COLLEGE LTD,GRACE COURT,BUSSELTON,WA,6280,PO BOX 775,BUSSELTON,WA,6280,-33.67026207,115.3229807,POST,08 9754 1144,SOUTH WEST,NON-GOVT SCHOOLS,NON-GOVERNMENT,41,30,28,29,27,30,26,24,30,33,37,29,20,18,0,402
1299,CORPUS CHRISTI COLLEGE,MURDOCH DRIVE,BATEMAN,WA,6150,PO BOX 279,WILLETTON,WA,6955,-32.05699614,115.8429056,POST,08 6332 2500,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,0,0,0,0,0,0,0,0,193,236,234,220,208,209,0,1300
1433,CORRIDORS COLLEGE,1 CALE STREET,MIDLAND,WA,6056,PO BOX 1725,MIDLAND DC,WA,6936,-31.89226285,116.00669707,POST,08 9250 6222,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,161
4068,CORRIGIN DISTRICT HIGH SCHOOL,53 LYNCH STREET,CORRIGIN,WA,6375,53 LYNCH STREET,CORRIGIN,WA,6375,-32.32675596,117.87718466,POST,08 9063 2042,WHEATBELT,District High Schools,DISTRICT HIGH SCHOOLS,14,10,11,11,12,17,15,7,17,7,10,6,0,0,0,137
5123,COTTESLOE PRIMARY SCHOOL,530 STIRLING HIGHWAY,PEPPERMINT GROVE,WA,6011,530 STIRLING HIGHWAY,PEPPERMINT GROVE,WA,6011,-32.002516,115.761337,D290,08 9384 2426,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,44,27,49,53,45,52,35,44,0,0,0,0,0,0,0,349
5125,COWARAMUP PRIMARY SCHOOL,WAVERLEY  STREET,COWARAMUP,WA,6284,C/- POST OFFICE,COWARAMUP,WA,6284,-33.851817,115.1071394,POST,08 9755 5260,SOUTH WEST,Primary Schools,PRIMARY SCHOOLS,43,40,51,53,43,32,33,30,0,0,0,0,0,0,0,325
5816,CRAIGIE HEIGHTS PRIMARY SCHOOL,47 SPINAWAY STREET,CRAIGIE,WA,6025,47 SPINAWAY STREET,CRAIGIE,WA,6025,-31.79004304,115.76026443,A230,08 6206 2200,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,50,50,47,52,53,39,38,33,0,0,0,0,0,0,0,362
5126,CRANBROOK PRIMARY SCHOOL,GRENFELL STREET,CRANBROOK,WA,6321,PO BOX 109,CRANBROOK,WA,6321,-34.29276525,117.55080162,POST,08 9826 1028,SOUTH WEST,Primary Schools,PRIMARY SCHOOLS,7,11,6,4,11,6,9,6,0,0,0,0,0,0,0,60
6059,CREANEY EDUCATION SUPPORT CENTRE,50 KINGSLEY DRIVE,KINGSLEY,WA,6026,6 CREANEY DRIVE,KINGSLEY,WA,6026,-31.80400875,115.7885222,A303,08 9409 6344,NORTH METROPOLITAN,Education Support Centres,EDUCATION SUPPORT,8,4,7,7,4,2,5,3,0,0,0,0,0,0,0,40
5667,CREANEY PRIMARY SCHOOL,6 CREANEY DRIVE,KINGSLEY,WA,6026,6 CREANEY DRIVE,KINGSLEY,WA,6026,-31.80400875,115.78852238,A303,08 9309 1588,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,41,35,38,46,40,34,48,43,0,0,0,0,0,0,0,325
5127,CUE PRIMARY SCHOOL,SIMPSON STREET,CUE,WA,6640,PO BOX 58,CUE,WA,6640,-27.42017103,117.8970268,POST,08 9963 1010,MIDWEST,Primary Schools,PRIMARY SCHOOLS,3,1,2,3,3,3,1,1,0,0,0,0,0,0,0,17
4069,CUNDERDIN DISTRICT HIGH SCHOOL,CUBBINE STREET,CUNDERDIN,WA,6407,CUBBINE STREET,CUNDERDIN,WA,6407,-31.65627,117.243877,POST,08 9635 1051,WHEATBELT,District High Schools,DISTRICT HIGH SCHOOLS,14,18,7,21,12,20,18,21,6,12,5,10,0,0,0,164
5757,CURRAMBINE PRIMARY SCHOOL,28 AMBASSADOR DRIVE,CURRAMBINE,WA,6028,28 AMBASSADOR DRIVE,CURRAMBINE,WA,6028,-31.73364969,115.74910221,A268A,08 9304 0011,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,108,88,114,116,96,111,87,103,0,0,0,0,0,0,0,823
5257,CURTIN PRIMARY SCHOOL,20 GOSS AVENUE,MANNING,WA,6152,20 GOSS AVENUE,MANNING,WA,6152,-32.00690937,115.87376105,F30,08 9313 1051,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,12,14,12,13,16,17,12,14,0,0,0,0,0,0,0,110
4015,CYRIL JACKSON SENIOR CAMPUS,53 REID STREET,BASSENDEAN,WA,6054,PO BOX 108,BASSENDEAN,WA,6934,-31.91290966,115.94246463,POST,08 9413 4700,NORTH METROPOLITAN,Senior Colleges,SECONDARY SCHOOLS,0,0,0,0,0,0,0,0,0,0,0,0,329,104,0,433
6048,CYRIL JACKSON SENIOR CAMPUS EDUCATION SUPPORT CENTRE,53 REID STREET,BASSENDEAN,WA,6054,PO BOX 108,BASSENDEAN,WA,6934,-31.91290966,115.94246463,POST,08 9413 4850,NORTH METROPOLITAN,Education Support Centres,EDUCATION SUPPORT,0,0,0,0,0,0,0,0,0,0,0,0,12,23,0,35
1306,DALE CHRISTIAN SCHOOL,150 FORREST ROAD,ARMADALE,WA,6112,PO BOX 273,ARMADALE,WA,6992,-32.15932611,115.99873573,POST,08 9497 1444,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,40,45,45,51,31,48,49,47,49,51,49,41,39,27,0,612
5131,DALKEITH PRIMARY SCHOOL,44 CIRCE CIRCLE,DALKEITH,WA,6009,PO BOX 5402,DALKEITH,WA,6009,-31.99644115,115.79787198,POST,08 9386 3710,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,40,47,49,55,47,49,41,41,0,0,0,0,0,0,0,369
5703,DALMAIN PRIMARY SCHOOL,64 DALMAIN STREET,KINGSLEY,WA,6026,64 DALMAIN STREET,KINGSLEY,WA,6026,-31.81392422,115.7907121,A307,08 9309 3711,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,26,40,41,38,37,44,40,44,0,0,0,0,0,0,0,310
4070,DALWALLINU DISTRICT HIGH SCHOOL,97 JOHNSTON STREET,DALWALLINU,WA,6609,97 JOHNSTON STREET,DALWALLINU,WA,6609,-30.2704732,116.66108786,POST,08 9661 1204,WHEATBELT,District High Schools,DISTRICT HIGH SCHOOLS,27,14,23,24,24,16,19,15,13,8,15,7,2,1,0,208
4183,DALYELLUP COLLEGE,WAKE DRIVE,DALYELLUP,WA,6230,PO BOX 1096,BUNBURY,WA,6231,-33.40385496,115.6257673,POST,08 9795 2000,SOUTH WEST,Senior High Schools,SECONDARY SCHOOLS,0,0,0,0,0,0,0,0,152,160,140,155,101,74,0,782
5779,DALYELLUP PRIMARY SCHOOL,14 HARTOG ROAD,DALYELLUP,WA,6230,PO BOX 679,BUNBURY,WA,6231,-33.39985687,115.6228338,POST,08 9795 2999,SOUTH WEST,Primary Schools,PRIMARY SCHOOLS,58,63,78,64,73,95,103,105,0,0,0,0,0,0,0,639
5133,DAMPIER PRIMARY SCHOOL,42 CHURCH ROAD,DAMPIER,WA,6713,42 CHURCH ROAD,DAMPIER,WA,6713,-20.6644723,116.70571695,POST,08 9183 1174,PILBARA,Primary Schools,PRIMARY SCHOOLS,19,29,27,19,27,29,35,26,0,0,0,0,0,0,0,211
5135,DANDARAGAN PRIMARY SCHOOL,DANDARAGAN ROAD,DANDARAGAN,WA,6507,PO BOX 91,DANDARAGAN,WA,6507,-30.67304886,115.7019541,POST,08 9651 4017,MIDWEST,Primary Schools,PRIMARY SCHOOLS,5,10,4,2,2,8,3,2,0,0,0,0,0,0,0,36
5136,DARDANUP PRIMARY SCHOOL,HAYWARD STREET,DARDANUP,WA,6236,HAYWARD STREET,DARDANUP,WA,6236,-33.40089693,115.7575813,POST,08 9728 1146,SOUTH WEST,Primary Schools,PRIMARY SCHOOLS,18,18,17,15,21,24,22,21,0,0,0,0,0,0,0,156
5826,DARKAN PRIMARY SCHOOL,DARKAN SOUTH ROAD,DARKAN,WA,6392,DARKAN SOUTH ROAD,DARKAN,WA,6392,-33.33586626,116.7346573,POST,08 9736 1299,WHEATBELT,Primary Schools,PRIMARY SCHOOLS,18,13,12,13,11,13,7,5,0,0,0,0,0,0,0,92
4116,DARLING RANGE SPORTS COLLEGE,117 BERKSHIRE ROAD,FORRESTFIELD,WA,6058,117 BERKSHIRE ROAD,FORRESTFIELD,WA,6058,-31.97566063,116.01085969,E290,08 9453 0100,SOUTH METROPOLITAN,Senior High Schools,SECONDARY SCHOOLS,0,0,0,0,0,0,0,0,186,154,201,161,159,115,0,976
5138,DARLINGTON PRIMARY SCHOOL,2-14 AMHERST AVENUE,DARLINGTON,WA,6070,2-14 AMHERST AVENUE,DARLINGTON,WA,6070,-31.92015078,116.07754,C270,08 9299 6888,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,40,49,49,48,61,44,50,43,0,0,0,0,0,0,0,384
5566,DAVALLIA PRIMARY SCHOOL,6 JUNIPER WAY,DUNCRAIG,WA,6023,6 JUNIPER WAY,DUNCRAIG,WA,6023,-31.84104283,115.7874618,A110,08 9447 6633,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,62,44,62,67,49,60,66,52,0,0,0,0,0,0,0,462
5653,DAWSON PARK PRIMARY SCHOOL,120 BOUGAINVILLEA AVENUE,FORRESTFIELD,WA,6058,120 BOUGAINVILLEA AVENUE,FORRESTFIELD,WA,6058,-31.97788644,115.99998139,POST,08 9453 2499,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,59,59,64,70,60,65,48,58,0,0,0,0,0,0,0,483
5691,DAWUL REMOTE COMMUNITY SCHOOL,DOON DOON STATION,KUNUNURRA,WA,6743,PO BOX 1881,KUNUNURRA,WA,6743,-16.306425,128.2465,POST,08 9167 8978,KIMBERLEY,Remote Community Schools,PRIMARY SCHOOLS,1,1,1,0,2,1,0,1,1,0,0,0,0,0,0,8
5414,DEANMORE PRIMARY SCHOOL,21 DEANMORE ROAD,KARRINYUP,WA,6018,21 DEANMORE ROAD,KARRINYUP,WA,6018,-31.88323747,115.76660762,A60,08 9341 1610,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,56,64,77,65,57,65,71,56,0,0,0,0,0,0,0,511
5767,DENMARK PRIMARY SCHOOL,MITCHELL STREET,DENMARK,WA,6333,MITCHELL STREET,DENMARK,WA,6333,-34.96364766,117.3534296,POST,08 9848 0800,SOUTH WEST,Primary Schools,PRIMARY SCHOOLS,59,41,66,44,70,57,57,62,0,0,0,0,0,0,0,456
4072,DENMARK SENIOR HIGH SCHOOL,SOUTH COAST HIGHWAY,DENMARK,WA,6333,SOUTH COAST HIGHWAY,DENMARK,WA,6333,-34.95741408,117.3645842,POST,08 9848 0100,SOUTH WEST,Senior High Schools,SECONDARY SCHOOLS,0,0,0,0,0,0,0,0,82,84,72,67,60,44,0,409
4073,DERBY DISTRICT HIGH SCHOOL,10 ANDERSON STREET,DERBY,WA,6728,PMB 958,DERBY,WA,6728,-17.30943881,123.63373904,POST,08 9193 3000,KIMBERLEY,District High Schools,DISTRICT HIGH SCHOOLS,60,50,57,50,54,44,59,59,60,38,39,41,34,28,0,673
5144,DIANELLA HEIGHTS PRIMARY SCHOOL,9 BEAMAN STREET,DIANELLA,WA,6059,9 BEAMAN STREET,DIANELLA,WA,6059,-31.88273396,115.8661514,B320,08 9375 3622,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,42,63,54,69,65,76,53,53,0,0,0,0,0,0,0,475
5309,DIANELLA PRIMARY COLLEGE,LAYTHORNE STREET,DIANELLA,WA,6059,LAYTHORNE STREET,DIANELLA,WA,6059,-31.87939428,115.8548645,B290,08 9344 8655,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,30,44,58,34,39,46,42,50,0,0,0,0,0,0,0,343
4036,DIANELLA SECONDARY COLLEGE,180 NOLLAMARA AVENUE,DIANELLA,WA,6059,180 NOLLAMARA AVENUE,DIANELLA,WA,6059,-31.87818209,115.85490274,B280,08 9345 9200,NORTH METROPOLITAN,Senior High Schools,SECONDARY SCHOOLS,0,0,0,0,0,0,0,0,76,99,83,67,100,83,0,508
6068,DIANELLA SECONDARY COLLEGE EDUCATION SUPPORT CENTRE,180 NOLLAMARA AVENUE,DIANELLA,WA,6059,180 NOLLAMARA AVENUE,DIANELLA,WA,6059,-31.87818209,115.85490274,POST,08 9344 4060,NORTH METROPOLITAN,Education Support Centres,EDUCATION SUPPORT,0,0,0,0,0,0,0,0,18,18,13,14,11,26,0,100
1405,DIVINE MERCY COLLEGE,326 YANGEBUP ROAD,YANGEBUP,WA,6164,326 YANGEBUP ROAD,YANGEBUP,WA,6164,-32.12468637,115.82516968,POST,08 9417 3267,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,11,15,15,13,25,26,31,29,41,48,51,39,41,27,0,412
5760,DJIDI DJIDI ABORIGINAL SCHOOL,ERICA ENTRANCE,BUNBURY,WA,6230,ERICA ENTRANCE,BUNBURY,WA,6230,-33.3480231,115.6823564,POST,08 9724 9444,SOUTH WEST,Primary Schools,PRIMARY SCHOOLS,8,12,15,17,9,12,9,13,0,0,0,0,0,0,0,95
5098,DJUGERARI REMOTE COMMUNITY SCHOOL,UNKNOWN,DJUGERARI COMMUNITY,WA,6765,PO BOX 112,FITZROY CROSSING,WA,6765,-18.988706,125.510396,POST,08 9191 7145,KIMBERLEY,Remote Community Schools,PRIMARY SCHOOLS,0,0,4,1,2,0,1,1,0,0,0,0,0,0,0,9
4131,DONGARA DISTRICT HIGH SCHOOL,13 CAVE WAY,DONGARA,WA,6525,13 CAVE WAY,DONGARA,WA,6525,-29.24926582,114.9285663,POST,08 9927 0100,MIDWEST,District High Schools,DISTRICT HIGH SCHOOLS,32,48,50,32,50,46,50,34,25,14,18,12,14,6,0,431
4074,DONNYBROOK DISTRICT HIGH SCHOOL,10 BENTLEY STREET,DONNYBROOK,WA,6239,10 BENTLEY STREET,DONNYBROOK,WA,6239,-33.57479874,115.82099253,POST,08 9731 1060,SOUTH WEST,District High Schools,DISTRICT HIGH SCHOOLS,34,47,35,44,35,47,40,40,34,38,33,34,0,0,0,461
5150,DOUBLEVIEW PRIMARY SCHOOL,273 FLAMBOROUGH STREET,DOUBLEVIEW,WA,6018,273 FLAMBOROUGH STREET,DOUBLEVIEW,WA,6018,-31.89845085,115.77766165,D110,08 9392 7400,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,56,61,56,51,56,48,48,46,0,0,0,0,0,0,0,422
4075,DOWERIN DISTRICT HIGH SCHOOL,35 MEMORIAL AVENUE,DOWERIN,WA,6461,35 MEMORIAL AVENUE,DOWERIN,WA,6461,-31.19174,117.037882,POST,08 9631 1030,WHEATBELT,District High Schools,DISTRICT HIGH SCHOOLS,14,12,8,15,11,14,8,13,4,4,5,5,0,0,0,113
5694,DRYANDRA PRIMARY SCHOOL,45 DRYANDRA DRIVE,MIRRABOOKA,WA,6061,45 DRYANDRA DRIVE,MIRRABOOKA,WA,6061,-31.85529627,115.86235222,POST,08 9247 1499,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,34,34,34,33,33,29,32,39,0,0,0,0,0,0,0,268
5587,DUDLEY PARK PRIMARY SCHOOL,GILLARK STREET,MANDURAH,WA,6210,PO BOX 915,MANDURAH,WA,6210,-32.54121027,115.735351,POST,08 9535 9533,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,68,64,65,62,74,54,48,40,0,0,0,0,0,0,0,475
5773,DUMBLEYUNG PRIMARY SCHOOL,49 TAYLOR STREET,DUMBLEYUNG,WA,6350,49 TAYLOR STREET,DUMBLEYUNG,WA,6350,-33.31275734,117.73867522,POST,08 9863 4068,WHEATBELT,Primary Schools,PRIMARY SCHOOLS,3,5,3,6,4,3,4,1,0,0,0,0,0,0,0,29
5575,DUNCRAIG PRIMARY SCHOOL,21 ROCHE ROAD,DUNCRAIG,WA,6023,21 ROCHE ROAD,DUNCRAIG,WA,6023,-31.83197629,115.77075437,A150,08 9447 8255,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,41,36,56,63,48,63,63,33,0,0,0,0,0,0,0,403
4129,DUNCRAIG SENIOR HIGH SCHOOL,22 SULLIVAN ROAD,DUNCRAIG,WA,6023,22 SULLIVAN ROAD,DUNCRAIG,WA,6023,-31.82190527,115.767131,A160,08 6241 5000,NORTH METROPOLITAN,Senior High Schools,SECONDARY SCHOOLS,0,0,0,0,0,0,0,0,298,241,234,218,207,191,0,1389
5155,DUNSBOROUGH PRIMARY SCHOOL,40 TURNER STREET,DUNSBOROUGH,WA,6281,TURNER STREET,DUNSBOROUGH,WA,6281,-33.60060793,115.09979122,POST,08 9755 3128,SOUTH WEST,Primary Schools,PRIMARY SCHOOLS,88,90,99,126,86,118,83,110,0,0,0,0,0,0,0,800
6029,DURHAM ROAD SCHOOL,37 DURHAM ROAD,BAYSWATER,WA,6053,37 DURHAM ROAD,BAYSWATER,WA,6053,-31.91510281,115.91859797,C350,08 9271 0422,NORTH METROPOLITAN,Education Support Schools,EDUCATION SUPPORT,13,20,16,14,12,17,13,17,17,16,11,13,7,10,0,196
5157,DWELLINGUP PRIMARY SCHOOL,10 NEWTON STREET,DWELLINGUP,WA,6213,10 NEWTON STREET,DWELLINGUP,WA,6213,-32.71529394,116.0641876,POST,08 9538 1026,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,10,7,6,8,10,7,4,4,0,0,0,0,0,0,0,56
5626,EAST BEECHBORO PRIMARY SCHOOL,BROCKMILL AVENUE,BEECHBORO,WA,6063,BROCKMILL AVENUE,BEECHBORO,WA,6063,-31.87236969,115.9508182,C180,08 9279 7299,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,65,72,48,58,41,67,57,59,0,0,0,0,0,0,0,467
5801,EAST BUTLER PRIMARY SCHOOL,7 AMERSHAM CRES,BUTLER,WA,6036,7 AMERSHAM CRES,BUTLER,WA,6036,-31.6437585,115.71175964,A274,08 9562 9600,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,72,72,74,62,92,88,78,77,0,0,0,0,0,0,0,615
5177,EAST FREMANTLE PRIMARY SCHOOL,8 FORREST STREET,FREMANTLE,WA,6160,8 FORREST STREET,FREMANTLE,WA,6160,-32.04789275,115.75914837,POST,08 9335 6136,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,40,49,48,50,64,63,61,52,0,0,0,0,0,0,0,427
5627,EAST HAMERSLEY PRIMARY SCHOOL,20 DOON WAY,HAMERSLEY,WA,6022,20 DOON WAY,HAMERSLEY,WA,6022,-31.84763444,115.81860514,POST,08 9342 2002,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,22,20,33,15,17,20,12,13,0,0,0,0,0,0,0,152
5201,EAST HAMILTON HILL PRIMARY SCHOOL,27 BRADBURY ROAD,HAMILTON HILL,WA,6163,27 BRADBURY ROAD,HAMILTON HILL,WA,6163,-32.07753718,115.7892828,POST,08 9337 1410,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,33,20,22,26,27,21,24,15,0,0,0,0,0,0,0,188
5232,EAST KALGOORLIE PRIMARY SCHOOL,4 MAFEKING STREET,KALGOORLIE,WA,6430,PO BOX 10501,KALGOORLIE PO,WA,6433,-30.74742189,121.4854297,POST,08 9021 2542,GOLDFIELDS,Primary Schools,PRIMARY SCHOOLS,28,24,19,14,8,18,6,6,0,0,0,0,0,0,0,123
5634,EAST KENWICK PRIMARY SCHOOL,96 KENWICK ROAD,KENWICK,WA,6107,96 KENWICK ROAD,KENWICK,WA,6107,-32.03172749,115.9796025,F110,08 9459 1251,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,66,39,49,53,35,49,40,56,0,0,0,0,0,0,0,387
5571,EAST MADDINGTON PRIMARY SCHOOL,79 PITCHFORD AVENUE,MADDINGTON,WA,6109,79 PITCHFORD AVENUE,MADDINGTON,WA,6109,-32.05542616,116.00412338,F160,08 9459 1166,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,41,57,47,48,48,62,48,58,0,0,0,0,0,0,0,409
5537,EAST MANJIMUP PRIMARY SCHOOL,CNR YOUNG/OCONNOR STREETS,MANJIMUP,WA,6258,O'CONNOR STREET,MANJIMUP,WA,6258,-34.24502646,116.151728,POST,08 9771 1146,SOUTH WEST,Primary Schools,PRIMARY SCHOOLS,35,32,16,36,29,21,32,39,0,0,0,0,0,0,0,240
5342,EAST NARROGIN PRIMARY SCHOOL,HOMER STREET,NARROGIN,WA,6312,HOMER STREET,NARROGIN,WA,6312,-32.93547426,117.1883722,POST,08 9881 1581,WHEATBELT,Primary Schools,PRIMARY SCHOOLS,14,32,27,25,27,35,39,29,0,0,0,0,0,0,0,228
6065,EAST VICTORIA PARK EDUCATION SUPPORT CENTRE,30 BEATTY AVENUE,EAST VICTORIA PARK,WA,6101,30 BEATTY AVENUE,EAST VICTORIA PARK,WA,6101,-31.97884722,115.90808968,POST,08 9470 3624,SOUTH METROPOLITAN,Education Support Centres,EDUCATION SUPPORT,3,1,1,2,2,3,3,2,0,0,0,0,0,0,0,17
5445,EAST VICTORIA PARK PRIMARY SCHOOL,30 BEATTY AVENUE,EAST VICTORIA PARK,WA,6101,30 BEATTY AVENUE,EAST VICTORIA PARK,WA,6101,-31.97884722,115.90808968,E20,08 9361 0545,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,44,48,41,38,34,41,39,29,0,0,0,0,0,0,0,314
5681,EAST WAIKIKI PRIMARY SCHOOL,21 GIBB ROAD,COOLOONGUP,WA,6168,21 GIBB ROAD,COOLOONGUP,WA,6168,-32.3040885,115.76053639,H177,08 9591 6600,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,50,67,69,62,67,71,68,58,0,0,0,0,0,0,0,512
5577,EAST WANNEROO PRIMARY SCHOOL,32 HIGH ROAD,WANNEROO,WA,6065,32 HIGH ROAD,WANNEROO,WA,6065,-31.7568505,115.81681493,POST,08 9405 1139,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,48,41,57,44,56,55,41,38,0,0,0,0,0,0,0,380
4182,EASTERN GOLDFIELDS COLLEGE,70 CASSIDY STREET,KALGOORLIE,WA,6430,LOCKED BAG 33,KALGOORLIE PO,WA,6433,-30.75101639,121.47537458,POST,08 9092 3100,GOLDFIELDS,Senior Colleges,SECONDARY SCHOOLS,0,0,0,0,0,0,0,0,0,0,0,0,252,204,0,456
6078,EASTERN GOLDFIELDS EDUCATION SUPPORT CENTRE,BOOMERANG CRESCENT,KALGOORLIE,WA,6430,PMB 9,KALGOORLIE,WA,6433,-30.76705062,121.4788763,POST,08 9092 0000,GOLDFIELDS,Education Support Centres,EDUCATION SUPPORT,0,0,0,0,0,0,0,0,2,4,1,12,6,11,0,36
4017,EASTERN HILLS SENIOR HIGH SCHOOL,LOT 289 KEANE STREET EAST,MOUNT HELENA,WA,6082,LOT 289 KEANE STREET EAST,MOUNT HELENA,WA,6082,-31.87396818,116.2200892,POST,08 9573 0200,NORTH METROPOLITAN,Senior High Schools,SECONDARY SCHOOLS,0,0,0,0,0,0,0,0,182,145,152,166,169,107,0,921
4161,EATON COMMUNITY COLLEGE,20 RECREATION DRIVE,EATON,WA,6232,20 RECREATION DRIVE,EATON,WA,6232,-33.3176055,115.72289077,POST,08 9796 7000,SOUTH WEST,Senior High Schools,SECONDARY SCHOOLS,0,0,0,0,0,0,0,0,107,102,116,90,72,67,0,554
5158,EATON PRIMARY SCHOOL,35 DIADEM STREET,EATON,WA,6232,PO BOX 345,BUNBURY,WA,6231,-33.32181891,115.70284312,POST,08 9796 2600,SOUTH WEST,Primary Schools,PRIMARY SCHOOLS,61,57,59,45,53,51,44,42,0,0,0,0,0,0,0,412
5677,EDDYSTONE PRIMARY SCHOOL,LITTORINA AVENUE,HEATHRIDGE,WA,6027,LITTORINA AVENUE,HEATHRIDGE,WA,6027,-31.76706411,115.7690002,A263,08 9406 5100,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,20,57,40,30,30,29,34,21,0,0,0,0,0,0,0,261
5159,EDEN HILL PRIMARY SCHOOL,83A IVANHOE STREET,EDEN HILL,WA,6054,83A IVANHOE STREET,EDEN HILL,WA,6054,-31.89291076,115.94560488,POST,08 9377 4988,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,60,49,70,67,56,63,51,53,0,0,0,0,0,0,0,469
